[00:00:04.983 --> 00:00:09.825]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.825 --> 00:00:11.406]  You want answers?
[00:00:11.406 --> 00:00:12.967]  Well, so does he.
[00:00:12.967 --> 00:00:17.149]  He's Alex Jones on the GCN Radio Network.
[00:00:17.149 --> 00:00:21.211]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.480 --> 00:00:42.244]  It is Monday, March 1st, 2010, as we begin the Ides of March.
[00:00:42.244 --> 00:00:59.952]  We have Pastor Howard Childress joining us of blackgenocide.org, going over the numbers, how there are more aborted black babies in the United States than there are black people that are actually born.
[00:00:59.952 --> 00:01:02.734]  And this is a model that is designed for everyone.
[00:01:03.618 --> 00:01:18.797]  But blacks in this country are always targeted as the beta test for government drug dealing, government run and controlled organized crime and gambling, abortion, police state operations.
[00:01:18.797 --> 00:01:21.120]  And this of course gets into the heart of eugenics.
[00:01:22.355 --> 00:01:35.926]  He's a very informed, knowledgeable researcher, and Pastor Clennard Howard Childress will be joining us coming up in an hour and 30 minutes from now.
[00:01:35.926 --> 00:01:43.351]  Then, later towards the end of the show, we're going to have Shooter Jennings on with us, and we're going to play large portions.
[00:01:43.351 --> 00:01:46.514]  He's authorized me to play the entire album and premiere it here.
[00:01:48.840 --> 00:01:53.684]  Black Ribbons, his new album, but we're going to play about half of it.
[00:01:53.684 --> 00:02:01.711]  And many of the songs are introduced or outroed in spoken word by Stephen King, who's a fan of Shooter Jennings.
[00:02:01.711 --> 00:02:04.414]  And it is anti-New World Order to the max.
[00:02:04.414 --> 00:02:10.079]  So that is coming up in the last hour of the radio broadcast today.
[00:02:16.963 --> 00:02:24.548]  All right, I have all these stacks of important news here in front of me.
[00:02:24.548 --> 00:02:45.323]  Ten years ago, maybe once a year, I would be shaken with great understanding, with deep focus, with the ability to open up larger horizons and see through the eyes of the controllers.
[00:02:47.472 --> 00:02:59.522]  In the last five years, I began to have massive epiphanies or intensifying revelations of understanding from deep research every few months.
[00:02:59.522 --> 00:03:04.246]  Now, in the last year or so, it's been happening every week and now every day.
[00:03:04.246 --> 00:03:12.894]  I wish to the bottom of my heart
[00:03:15.646 --> 00:03:31.756]  That the different control freaks and people on power trips that empower this system, and we all empower it by our worldliness, by our greed, by the things we do.
[00:03:31.756 --> 00:03:37.600]  All of us are to blame for the state of the world.
[00:03:37.600 --> 00:03:38.701]  And there's different strata
[00:03:39.918 --> 00:03:47.860]  Of the useful idiots up to the master controllers who are fully conscious of what they're doing.
[00:03:47.860 --> 00:03:55.842]  There's a wide spectrum in that strata.
[00:03:55.842 --> 00:04:06.885]  And through every level of that strata, through that spectrum, there are two different perspectives to each level.
[00:04:09.485 --> 00:04:36.346]  And in my understanding, I now sit, mentally, spiritually, at the juncture point, at the last level, entering the last level of understanding, and I have this mission, and I want to fully understand the enemy's mind, but now that I round the door into the inner gateway, and begin to
[00:04:38.354 --> 00:04:44.137]  Swim through the ether that is the spirit of the New World Order.
[00:04:44.137 --> 00:04:51.440]  So that I can warn you, it shakes me to my core.
[00:04:51.440 --> 00:04:58.063]  To be in their system, to know their mind, and to be diametrically opposed to it.
[00:04:58.063 --> 00:04:58.964]  To have a conscience.
[00:05:00.182 --> 00:05:07.165]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[00:05:07.165 --> 00:05:09.246]  No, this isn't science fiction, it's very real.
[00:05:09.246 --> 00:05:11.487]  I know because I use one every day in my own home.
[00:05:11.487 --> 00:05:13.147]  And it's available right now to you.
[00:05:13.147 --> 00:05:17.629]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:05:17.629 --> 00:05:20.210]  Clean, great tasting water without all the pollutants.
[00:05:20.210 --> 00:05:24.832]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator.
[00:05:24.912 --> 00:05:30.994]  For your home or business, their best seller, the Ecolablue 28, produces up to 7 gallons of water every day.
[00:05:30.994 --> 00:05:33.815]  The Ecolablue 28 is easy to use and economical.
[00:05:33.815 --> 00:05:36.536]  Generate your own pure water from the humidity in the air.
[00:05:36.536 --> 00:05:43.699]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:05:43.999 --> 00:05:49.960]  Order now and claim your water independence today by calling Ecolablue at 1-800-691-6043.
[00:05:49.960 --> 00:05:52.801]  That's 1-800-691-6043.
[00:05:52.801 --> 00:06:02.383]  Or visit Ecolablue on the web at www.ecoloble.com today.
[00:06:02.383 --> 00:06:06.404]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:06:06.404 --> 00:06:09.645]  This is our last chance to not relive history.
[00:06:09.645 --> 00:06:11.045]  As we're finishing off this agenda,
[00:06:11.764 --> 00:06:14.445]  They'll be pulling the rug from underneath Americans at home.
[00:06:14.445 --> 00:06:20.826]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:06:20.826 --> 00:06:26.367]  I think it's incumbent upon all of us as American citizens to pay attention.
[00:06:26.367 --> 00:06:35.989]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[00:06:36.129 --> 00:06:38.471]  Tim Geithner, Bernanke, they're arsonists!
[00:06:38.471 --> 00:06:40.052]  They're asking for more matches!
[00:06:40.052 --> 00:06:42.514]  And the Congress is saying, who do we make the check out to?
[00:06:42.514 --> 00:06:44.375]  Today seems like nobody does care.
[00:06:44.375 --> 00:06:49.799]  And right now in Washington, D.C., we have seen a fall of the Republic.
