[00:00:04.553 --> 00:00:05.193]  Big Brother.
[00:00:05.854 --> 00:00:06.895]  Mainstream media.
[00:00:07.615 --> 00:00:08.776]  Government cover-ups.
[00:00:09.397 --> 00:00:10.197]  You want answers?
[00:00:10.978 --> 00:00:11.899]  Well, so does he.
[00:00:12.519 --> 00:00:16.102]  He's Alex Jones on the GCN Radio Network.
[00:00:16.702 --> 00:00:20.786]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.373 --> 00:00:24.214]  Another key transmission.
[00:00:24.294 --> 00:00:25.955]  This is the kickoff.
[00:00:26.495 --> 00:00:32.718]  We are live the 10th day of November 2010 on this live Wednesday edition.
[00:00:33.359 --> 00:00:41.062]  Thank you so much for joining us and spreading the word about this TV slash radio, however you're listening to us or watching us.
[00:00:41.423 --> 00:00:43.063]  Thank you for joining us.
[00:00:43.163 --> 00:00:44.724]  It is Wednesday the 10th day of November 2010.
[00:00:44.764 --> 00:00:45.244]  Okay.
[00:00:47.657 --> 00:00:56.882]  The fight between the G20 finance ministers over the announcement of dollar devaluation, monetization of debt, is really coming to a head.
[00:00:56.922 --> 00:01:10.389]  And these foreigners that have bought trillions of dollars of dollars are flooding in, dumping them right now, buying up highways, ports, water districts, infrastructure, and traitorous
[00:01:11.389 --> 00:01:18.535]  Legislatures at the states and the federal government are taking existing roads, water districts, and basically handing them over.
[00:01:19.036 --> 00:01:20.016]  Things we paid for.
[00:01:20.977 --> 00:01:26.722]  And they're announcing all over the world, raising retirement ages, turning off or dimming street lights.
[00:01:27.423 --> 00:01:29.064]  All the services must be cut.
[00:01:29.504 --> 00:01:33.508]  Everything must go to service the debt to the bankers who made it up out of nothing.
[00:01:34.480 --> 00:01:35.761]  It's good business if you can get it.
[00:01:35.781 --> 00:01:39.823]  So we're going to be breaking down all those latest developments also.
[00:01:39.923 --> 00:01:40.524]  Be afraid.
[00:01:40.584 --> 00:01:41.644]  Be very afraid.
[00:01:42.125 --> 00:01:42.845]  Fox News.
[00:01:43.265 --> 00:01:44.646]  Failed Al Qaeda.
[00:01:45.107 --> 00:01:47.548]  I'm sure it was Anwar al-Awlaki when he's on at the Pentagon.
[00:01:47.948 --> 00:01:52.551]  Failed Al Qaeda plot involving sowing bombs inside dogs.
[00:01:52.611 --> 00:01:52.992]  So now...
[00:01:53.792 --> 00:02:01.420]  Look for them to say that dogs can't fly or even be, you know, in cages in the hold because Al-Qaeda might sow bombs into them.
[00:02:02.121 --> 00:02:05.525]  And of course you can't mail printer cartridges and all the rest of it.
[00:02:06.285 --> 00:02:12.892]  And the TSA has outdone themselves yet again with their continued deception.
[00:02:13.733 --> 00:02:18.156]  And this report was the number one link this morning on Drudge, now the number two link.
[00:02:18.676 --> 00:02:26.060]  Here are the headlines at Drudge, DrudgeReport.com, Flight Attendants Fight Back, Hands Off My Crotch.
[00:02:27.861 --> 00:02:31.644]  Our report, TSA Rejects Airport Molestation Complaints.
[00:02:32.184 --> 00:02:33.385]  They say it doesn't exist.
[00:02:34.285 --> 00:02:38.548]  Opt Out Pilots Oppose Naked Scans
[00:02:40.254 --> 00:02:53.203]  and full-body searches and there's another side of the group coming out uh... repeated doses of radiation and there's another one screeners touch passengers breast and genitals u.s.a.
[00:02:53.223 --> 00:03:00.208]  today here is paul watson's article at prison planet dot com linked on drudge tsa
[00:03:00.828 --> 00:03:04.712]  Says no fondling, groping or squeezing is taking place at airports.
[00:03:04.752 --> 00:03:13.021]  Kind of like there was no radiation from the x-ray backscatter machines and they weren't saving the images, the machines couldn't save the images.
[00:03:13.521 --> 00:03:16.484]  And of course the manuals got released and they save them all.
[00:03:17.265 --> 00:03:23.307]  In fact, not just at airports, but at one courthouse in Florida, 30-plus thousand images this year alone.
[00:03:23.827 --> 00:03:29.729]  Everybody's 360 bio-scanned, full crisp image of your breasts, your genitals, everything.
[00:03:30.129 --> 00:03:35.431]  And now they're announcing, look, we're not just going to do enhanced pat-down if you refuse the scanner.
[00:03:36.132 --> 00:03:39.953]  We've decided to do it to anybody and everybody, and we're going to phase it in for everyone.
[00:03:41.053 --> 00:03:45.055]  And, you know, next it'll be a proctology exam, and I'm not joking about that there.
[00:03:45.095 --> 00:03:45.975]  They're talking about it.
[00:03:46.462 --> 00:03:50.323]  That they may have to take you behind closed doors and get that blue glove on?
[00:03:50.363 --> 00:03:53.264]  And can you imagine every pervert, every control freak?
[00:03:53.844 --> 00:03:58.005]  It's not just something I've noticed or other talk show hosts have noticed or reporters have noticed.
[00:03:58.505 --> 00:04:03.187]  It has been admitted that the better looking a woman, I mean, it's just, come here, honey.
[00:04:03.787 --> 00:04:06.708]  They almost just whistle, get on over here, hotcakes.
[00:04:09.189 --> 00:04:10.932]  We're going to be grabbing between your legs.
[00:04:10.952 --> 00:04:12.153]  We're going to be grabbing your breasts.
[00:04:12.193 --> 00:04:13.696]  This is land of the free, home of the brave.
[00:04:14.136 --> 00:04:15.338]  Meanwhile, illegal aliens.
[00:04:16.600 --> 00:04:18.562]  WCVB-TV out of Boston.
[00:04:19.524 --> 00:04:20.405]  ABC 5.
[00:04:20.785 --> 00:04:21.947]  They can march right in.
[00:04:22.007 --> 00:04:23.509]  TSA doesn't check anything.
[00:04:23.549 --> 00:04:24.871]  You want to rent an aircraft?
[00:04:25.532 --> 00:04:31.017]  You want to just absolutely no security checks, you are A-OK.
[00:04:31.598 --> 00:04:36.823]  But you're a scumbag citizen who's got to be brought to heel, who's got to be dominated.
[00:04:36.903 --> 00:04:38.445]  Well, you're in deep trouble.
[00:04:38.645 --> 00:04:40.106]  We've got a lot of election news.
[00:04:40.126 --> 00:04:43.249]  There's no guests today because I want to take your phone calls.
[00:04:43.710 --> 00:04:45.471]  We'll be giving that number out a little bit later.
[00:04:46.753 --> 00:04:48.255]  There's just so many developments here.
[00:04:48.275 --> 00:04:51.260]  It's going to be a jam-packed, key transmission.
[00:04:51.580 --> 00:04:53.383]  Thank you so much for joining us today.
[00:04:53.423 --> 00:04:58.351]  But the exciting news is the Globalist TSA system is on the ropes.
[00:04:58.371 --> 00:04:58.952]  We're going to beat them.
[00:05:01.371 --> 00:05:03.112]  And you're subject to public police action.
[00:05:03.913 --> 00:05:04.834]  Tyranny is here.
[00:05:05.194 --> 00:05:08.757]  The grim future foretold in 1984 has become reality.
[00:05:08.817 --> 00:05:11.319]  It really says that the state is God.
[00:05:11.339 --> 00:05:16.784]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:05:17.224 --> 00:05:23.449]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:05:23.869 --> 00:05:29.411]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:05:29.851 --> 00:05:33.532]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:05:34.032 --> 00:05:38.053]  Prepare to enter the secretive world of emergency dictatorship.
[00:05:38.313 --> 00:05:43.835]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:05:44.255 --> 00:05:47.236]  It's only the beginning of the New World Order's hellish plan.
[00:05:47.816 --> 00:05:49.257]  The police state isn't coming.
[00:05:49.797 --> 00:05:50.237]  It's here.
[00:05:50.898 --> 00:05:57.398]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
