[00:00:05.739 --> 00:00:06.343]  Big brother.
[00:00:07.046 --> 00:00:08.106]  Mainstream media.
[00:00:08.827 --> 00:00:09.967]  Government cover-ups.
[00:00:10.567 --> 00:00:11.427]  You want answers?
[00:00:12.147 --> 00:00:13.668]  Well, so does he.
[00:00:13.708 --> 00:00:17.389]  He's Alex Jones on the GCN Radio Network.
[00:00:17.909 --> 00:00:21.970]  And now, live from Austin, Texas, Alex Jones.
[00:00:37.310 --> 00:00:42.512]  Alright my friends, it is Thursday, the 21st day of April 2005.
[00:00:43.692 --> 00:00:48.874]  Masses of vital news and information today, and two great guests as well, perhaps three great guests.
[00:00:49.734 --> 00:00:53.856]  Greenspan warns rising deficits endanger economy.
[00:00:55.316 --> 00:01:03.699]  You gotta love it when they carry out the economic policies and order the economic policies that cause our economy to constrict.
[00:01:05.265 --> 00:01:10.087]  And then they pose as our saviors after they engage in the problem creation.
[00:01:10.127 --> 00:01:10.968]  We'll go over that.
[00:01:11.688 --> 00:01:14.650]  Urgent action needed on Real ID Act.
[00:01:15.450 --> 00:01:17.391]  This is on PrisonPlanet.com right now.
[00:01:17.451 --> 00:01:19.732]  A tri-national ID card merging U.S.
[00:01:19.752 --> 00:01:26.496]  driver's license databases with Canada and Mexico to be passed under the banner of 9-11 today.
[00:01:27.396 --> 00:01:29.017]  And it's an urgent action alert.
[00:01:29.037 --> 00:01:31.418]  It is the Pan-American Union ID card.
[00:01:32.372 --> 00:01:38.634]  And the Mexican and Canadian newspapers are openly saying this is the Pan-American Union.
[00:01:38.694 --> 00:01:39.634]  It's all happening.
[00:01:40.255 --> 00:01:43.596]  The average American has no idea that this is even going on.
[00:01:43.636 --> 00:01:46.317]  So details on that after this first break.
[00:01:47.617 --> 00:01:49.378]  Privacy groups slam U.S.
[00:01:49.438 --> 00:01:51.819]  passport technology, where U.S.
[00:01:51.859 --> 00:01:54.639]  citizens have to have all these tracker chips in their passports.
[00:01:54.700 --> 00:01:57.480]  But again, the illegal aliens don't.
