[00:00:05.871 --> 00:00:06.512]  Big Brother.
[00:00:07.172 --> 00:00:08.233]  Mainstream media.
[00:00:08.933 --> 00:00:10.054]  Government cover-ups.
[00:00:10.695 --> 00:00:11.515]  You want answers?
[00:00:12.276 --> 00:00:13.297]  Well, so does he.
[00:00:13.837 --> 00:00:17.520]  He's Alex Jones on the GCN Radio Network.
[00:00:18.020 --> 00:00:22.143]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.883 --> 00:00:33.051]  Well, my friends, I have returned from the United Kingdom, where I basically ran a sneak attack
[00:00:34.256 --> 00:00:47.748]  In the information war against the Red Coat Capital, or Airstrip One, the capital of the Oceanic, Kingdom of Oceania of 1984.
[00:00:47.928 --> 00:00:52.312]  I flew out Thursday night, got there Friday afternoon,
[00:01:00.558 --> 00:01:10.341]  And was there really a little bit less than three days, flew out in the morning yesterday, on Monday, on the first of August 2005.
[00:01:10.381 --> 00:01:14.002]  Amazing trip!
[00:01:16.262 --> 00:01:18.443]  We got so many powerful interviews.
[00:01:18.603 --> 00:01:29.886]  David Shaler, MI5 agent, said more than he's ever said to a newspaper or ever said on this radio show about government involvement in the terror attacks in the past and the present.
[00:01:31.360 --> 00:01:39.287]  I went to the house of former Blair cabinet member, Michael Meacher, there in London, and he revealed more than he's ever revealed.
[00:01:39.307 --> 00:02:00.144]  There in his study, there in his den, as I interviewed him for several hours, and we talked to people on the ground, we talked over the phone, email and in person, with bus drivers and city workers about government complicity in the attacks
[00:02:01.486 --> 00:02:08.831]  There was just so much, and then they passed a law banning basically free speech and demonstrations.
[00:02:10.271 --> 00:02:13.613]  But that doesn't take effect until just a couple days from now.
[00:02:14.334 --> 00:02:27.522]  And so we were there in the middle of the last days of being able to protest outside Parliament, and one of the people who's been taken to court by the government had this gigantic bullhorn.
[00:02:28.562 --> 00:02:29.703]  He's also been taken to jail.
[00:02:30.678 --> 00:02:38.649]  And so I had a chance to sit there, I mean, right up against the gates of Parliament with the biggest, I didn't know they made bullhorns this big.
[00:02:38.669 --> 00:02:44.317]  The thing's about four feet long, about two feet wide, gigantic battery pack.
[00:02:45.268 --> 00:02:54.075]  I mean, it was just super powerful, blasting, taking over 10 Downing Street, taking over Parliament, thousands of people looking at us.
[00:02:54.536 --> 00:03:00.981]  The police panicked, came over and basically threatened to arrest us and gave me some type of ticket.
[00:03:02.362 --> 00:03:07.466]  And of course, the day before that, the police threatened to arrest us for just talking to people calmly on the street.
[00:03:07.506 --> 00:03:08.947]  We've got video of all of that.
[00:03:10.749 --> 00:03:11.189]  And of course,
[00:03:12.705 --> 00:03:14.587]  CAFTA passed, we're going to talk about that.
[00:03:14.627 --> 00:03:15.988]  That passed last Thursday.
[00:03:18.890 --> 00:03:22.372]  At the same time, major evidence is coming out.
[00:03:22.452 --> 00:03:29.618]  See, people are going, oh Alex, you talked about drills on the morning of 7-7 to smokescreen the government op.
[00:03:30.242 --> 00:03:32.826]  But oh, look, now they've found the bombers.
[00:03:32.926 --> 00:03:35.710]  Why, that proves... I said, that proves nothing!
[00:03:35.750 --> 00:03:38.455]  Of course, they have provocateur patsies!
[00:03:38.975 --> 00:03:44.263]  The first operation looks like bombs already planted and people taking part in some type of drill.
[00:03:46.890 --> 00:04:02.748]  And then, the second wave, looks like I said early on, criminal types hired to do it, and then that's what's coming out, and that their controller is a known MI6 asset being protected right now.
[00:04:04.330 --> 00:04:05.751]  Always the same.
[00:04:06.052 --> 00:04:08.094]  Look, we've got these people figured out.
[00:04:08.931 --> 00:04:10.993]  So we stayed the course with our analysis.
[00:04:11.633 --> 00:04:14.435]  Every indicator says that it was government operations.
[00:04:15.016 --> 00:04:16.837]  Believe me, I wish it was Muslims.
[00:04:17.037 --> 00:04:19.799]  I wish it was lone, turbaned idiots.
[00:04:20.500 --> 00:04:23.142]  I wish that it was just a few ragtag people.
[00:04:23.542 --> 00:04:25.784]  That's a lot less scary than our government.
[00:04:26.404 --> 00:04:27.505]  Than our governments.
[00:04:28.806 --> 00:04:31.248]  Okay, but I'm sorry, it is the government.
[00:04:31.868 --> 00:04:33.129]  Believe me, I'm sorry.
[00:04:34.010 --> 00:04:38.253]  Believe me, I wish it was a few dozen ragtag morons.
[00:04:38.948 --> 00:04:40.769]  Killers.
[00:04:40.869 --> 00:04:41.490]  Fanatics.
[00:04:41.910 --> 00:04:42.690]  It's not.
[00:04:44.611 --> 00:04:47.213]  In every case, it's the New World Order.
[00:04:47.233 --> 00:04:49.814]  They have the motive, after all.
[00:04:50.295 --> 00:04:52.596]  Now the evidence is ironclad.
[00:04:53.076 --> 00:04:54.357]  No debating it.
[00:04:54.977 --> 00:04:58.099]  The London bombings and duds are all a government op.
[00:04:58.159 --> 00:04:58.660]  PrisonPlanet.tv.
[00:05:02.623 --> 00:05:05.507]  There is a secret that holds the world's destiny in its grasp.
[00:05:05.747 --> 00:05:07.349]  Hello my friends, Alex Jones here.
[00:05:07.669 --> 00:05:12.355]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[00:05:12.695 --> 00:05:17.100]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[00:05:17.541 --> 00:05:21.726]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has arisen.
[00:05:21.926 --> 00:05:24.769]  The Constitution has been shredded, and America is now a police state.
[00:05:24.869 --> 00:05:29.533]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[00:05:29.733 --> 00:05:34.137]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[00:05:34.377 --> 00:05:41.604]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[00:05:41.864 --> 00:05:44.286]  Discover the document of truth for yourself before it's too late.
[00:05:44.446 --> 00:05:46.188]  Call toll-free to get a copy of Martial Law.
[00:05:47.930 --> 00:05:52.314]  1-888-253-3139 or visit InfoWars.com and the secure shopping cart.
[00:05:52.414 --> 00:05:55.777]  That's InfoWars.com or 888-253-3139.
[00:05:55.838 --> 00:05:59.301]  Or watch the film right now online at PrisonPlanet.tv.
[00:06:03.337 --> 00:06:04.378]  The War on Terrorism.
[00:06:04.698 --> 00:06:07.480]  Will it be fought overseas, or will it affect us here at home?
[00:06:07.760 --> 00:06:11.923]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:06:12.344 --> 00:06:13.164]  So what do you do?
[00:06:13.485 --> 00:06:18.048]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:06:18.548 --> 00:06:20.670]  With a little know-how, it's not that difficult.
[00:06:21.150 --> 00:06:22.051]  Sheltering in Place!
[00:06:22.451 --> 00:06:35.861]  Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:06:35.901 --> 00:06:42.966]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:06:43.306 --> 00:06:47.711]  Get this critical video every American needs for only $29 plus shipping.
[00:06:48.151 --> 00:06:49.933]  Order by calling New Millennium today at 888-803-4438.
[00:06:49.953 --> 00:06:50.174]  That's 888-803-4438.
[00:06:50.254 --> 00:06:51.775]  Or order on the web at Berkeywater.com.
[00:07:01.642 --> 00:07:05.227]  Are you looking for a one-stop shop to find all your favorite books and videos?
[00:07:05.488 --> 00:07:06.349]  Look no further!
[00:07:06.629 --> 00:07:09.213]  Northern Voice Bookstore has everything you need.
[00:07:09.654 --> 00:07:18.086]  Hundreds of titles from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[00:07:18.346 --> 00:07:18.627]  I think so.
[00:07:35.828 --> 00:07:36.588]  We're good to go.
[00:08:01.354 --> 00:08:06.378]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:08:06.778 --> 00:08:09.060]  Because there's a war on for your mind.
[00:08:09.421 --> 00:08:18.408]  Hi, my friends.
[00:08:18.568 --> 00:08:27.055]  I am fresh back from the United Kingdom.
[00:08:28.096 --> 00:08:29.657]  We engaged in a
[00:08:31.025 --> 00:08:36.409]  Lightning Blitzkrieg raid in the Information War into the heart of the Redcoats.
[00:08:37.710 --> 00:08:39.071]  It is a city of death.
[00:08:39.251 --> 00:08:40.572]  It is a city of evil.
[00:08:41.152 --> 00:08:42.753]  It is a city of Lucifer.
[00:08:43.714 --> 00:08:47.476]  I have never seen more Illuminati symbolism.
[00:08:47.556 --> 00:08:50.858]  I have never seen more open worship of death.
[00:08:51.559 --> 00:08:54.521]  I have never seen more open Satanism.
[00:08:55.962 --> 00:09:01.124]  The entire place looks like the inside of the Skull and Bones tomb.
[00:09:01.224 --> 00:09:06.466]  I mean, open, giant black obelisks that say, Oh, glorious death!
[00:09:06.506 --> 00:09:08.907]  The secret brotherhood of death!
[00:09:09.147 --> 00:09:10.347]  Oh, Mithra!
[00:09:11.168 --> 00:09:13.689]  And we're talking about stuff built in the last 60 years that says that.
[00:09:14.109 --> 00:09:21.412]  And always, the goddess Mithra, riding a chariot, you know, victorious, looks down on a giant obelisk.
[00:09:21.472 --> 00:09:22.292]  It's all over the city.
