[00:00:00.729 --> 00:00:01.370]  Big Brother.
[00:00:02.030 --> 00:00:03.111]  Mainstream media.
[00:00:03.811 --> 00:00:04.912]  Government cover-ups.
[00:00:05.573 --> 00:00:06.373]  You want answers?
[00:00:07.154 --> 00:00:08.154]  Well, so does he.
[00:00:08.715 --> 00:00:12.377]  He's Alex Jones on the GCN Radio Network.
[00:00:12.877 --> 00:00:16.960]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.705 --> 00:00:31.247]  For the next 20 minutes, we're honored to have Congressman Ron Paul along with us.
[00:00:31.447 --> 00:00:41.394]  I've got my questions for him about the Iraq War, when are we getting out of there, all this new torture information coming out, Rumsfeld saying he didn't advocate for the war.
[00:00:42.233 --> 00:00:52.257]  I also want to get into the Patriot Act and just the unfolding problems of the economy we're seeing with Dr. Ron Paul, the Congressman from right here in Texas.
[00:00:52.498 --> 00:00:53.218]  We're honored to have him.
[00:00:53.578 --> 00:01:00.081]  And then I've got three or four questions that listeners called in last hour that they wanted to address the Congressman, so we'll ask him those questions as well.
[00:01:00.381 --> 00:01:01.642]  Congressman, thank you for joining us.
[00:01:01.822 --> 00:01:02.182]  Thank you.
[00:01:02.222 --> 00:01:02.902]  Good to be with you.
[00:01:03.262 --> 00:01:04.943]  What do you think is most important right now?
[00:01:04.963 --> 00:01:06.964]  I mean, what do you want to talk about, sir?
[00:01:08.368 --> 00:01:22.172]  You know, in the scheme of things, I would say the ongoing war is probably the most important because it has concerns about our finances as well as the excuse for an intrusion on our personal liberties here at home.
[00:01:22.748 --> 00:01:28.011]  Plus the fact that this war is different than any others because it was a preemptive strike.
[00:01:28.132 --> 00:01:29.492]  I mean, we have changed policy.
[00:01:29.532 --> 00:01:34.336]  I know we've been involved too much everywhere for a long time, but this was different.
[00:01:34.356 --> 00:01:41.560]  So I would think the war is symbolic of a foreign policy that has changed and poses a great deal of danger to all of us.
[00:01:44.402 --> 00:01:45.703]  Well, I agree with you.
[00:01:45.743 --> 00:01:47.905]  And let me just add that we've got a mic open up there at the network.
[00:01:47.925 --> 00:01:48.645]  We need to close that.
[00:01:52.043 --> 00:01:53.524]  I mean, how long is this going to go on?
[00:01:53.544 --> 00:02:04.374]  Now they're talking about how they want to go into Iran and Syria like it's a Ponzi scheme or something, where they're just going to endlessly expand it from one crisis to the next so we can never get our balance.
[00:02:05.355 --> 00:02:15.745]  I'm afraid that is the case because the other day we had a resolution that we were debating on international relations and it was sort of a blame, who gets the blame for it?
[00:02:16.465 --> 00:02:17.967]  And my comments were that
[00:02:19.212 --> 00:02:26.763]  uh... the majority on both sides still support the war the majority supports expanding the war and this pretends that all of a sudden
[00:02:27.199 --> 00:02:39.210]  That you want to blame somebody and embarrass somebody is sort of distracting from the real issue of why are we agitating and doing the same thing to Syria and Iran that we did to Iraq.
[00:02:39.370 --> 00:02:41.692]  Well, I've said that to Democrats, Congressman Ron Paul.
[00:02:41.732 --> 00:02:51.682]  I mean, I've said, well, if George Bush is so evil and his policy is so bad, which, I mean, obviously it is, why were Democrats some of the biggest beaters of the war drum?
[00:02:52.503 --> 00:02:54.144]  Because, you know, there are two things going on.
[00:02:54.165 --> 00:02:59.050]  There's a struggle for power, which is ongoing, and that's between, and these are legitimate fights.
[00:02:59.291 --> 00:03:00.552]  Republicans against Democrats.
[00:03:00.592 --> 00:03:02.174]  Who gets to hold the strings of power?
[00:03:02.875 --> 00:03:10.584]  But, that is in the context, though, that both major parties and leadership in parties endorse the same foreign policy.
[00:03:11.164 --> 00:03:12.326]  They have the same agenda.
[00:03:12.937 --> 00:03:18.639]  And also, of course, they have the same domestic welfare policy and the same monetary policy.
[00:03:18.659 --> 00:03:21.520]  So there's really no debate in that area.
[00:03:21.560 --> 00:03:23.561]  They all believe in this funny money system.
[00:03:23.601 --> 00:03:29.403]  So there are two different management teams bidding for the CEO job of Slavery Incorporated.
[00:03:29.423 --> 00:03:29.943]  That is it.
[00:03:29.983 --> 00:03:34.165]  They're bidding on who will run the show and who will manage the war.
[00:03:34.625 --> 00:03:36.466]  So they will criticize each other.
[00:03:36.546 --> 00:03:37.506]  Oh, you didn't do it right.
[00:03:37.526 --> 00:03:38.486]  You went in too soon.
[00:03:38.866 --> 00:03:42.707]  There are a few honest individuals on both sides.
[00:03:43.287 --> 00:03:46.808]  And I'm very familiar with them because I get to know them.
[00:03:46.848 --> 00:03:53.690]  But there are some Democrats we should respect because they were opposed to the Clinton wars and the bombing in Kosovo.
[00:03:54.930 --> 00:03:56.451]  And they're opposed to this one.
[00:03:56.951 --> 00:03:59.211]  And there are several Republicans like that.
[00:03:59.331 --> 00:04:00.972]  So there are a few.
[00:04:01.052 --> 00:04:02.212]  But unfortunately,
[00:04:02.922 --> 00:04:12.387]  The media, as well as the leadership in Congress, have been co-opted by the establishment, and the establishment is what's been beating up on the people here for a good many years.
[00:04:12.587 --> 00:04:15.028]  It isn't this administration.
[00:04:15.068 --> 00:04:17.129]  You know darn well it's been going on a long time.
[00:04:17.189 --> 00:04:18.130]  It's just getting worse.
[00:04:18.490 --> 00:04:25.094]  But it's been going on in a very determined fashion, especially since the Depression time.
[00:04:26.414 --> 00:04:27.315]  Well, it really has.
[00:04:28.520 --> 00:04:41.744]  In fact, I want to talk about the economy as well as the war, Congressman, and then I'd like to hear from you with your expertise on what you think legislatively is most important right now when we get back.
[00:04:42.104 --> 00:04:46.525]  And I also want to get your take on a free speech ban in Crawford.
[00:04:46.565 --> 00:04:51.767]  They arrested over 12 people this morning for peacefully sitting in the ditch.
[00:04:52.367 --> 00:04:55.528]  So I want to talk about the State of the Bill of Rights as well when we get back.
[00:04:57.193 --> 00:05:04.581]  Hey folks, Alex Jones here, announcing the release of my most comprehensive documentary exposing the New World Order's orchestration of the September 11th attacks yet.
[00:05:04.842 --> 00:05:09.587]  In my new film, The Masters of Terror, we chronicle the globalist master plan for world domination.
[00:05:09.827 --> 00:05:15.474]  The Masters of Terror details how the elite are using manufactured terrorism to drive the world population into accepting tyranny.
[00:05:15.694 --> 00:05:27.603]  Witness in horror the execution of the September 11th attacks and the ensuing whitewash, the cashless society control grid, implantable microchips, mass mind control, militarization of police, concentration camps, foreign troops massing on U.S.
[00:05:27.623 --> 00:05:28.424]  soil, the U.S.A.
[00:05:28.444 --> 00:05:32.167]  Patriot Act, Super Big Brother Total Information Awareness Network, and much, much more.
[00:05:32.327 --> 00:05:34.829]  It is absolutely vital that everyone see the masters of terror.
[00:05:35.069 --> 00:05:41.774]  Only by exposing the perpetrators of September 11th can we stop them from carrying out the next wave of attacks and destroying our constitutional republic.
[00:05:41.994 --> 00:05:47.261]  Order online now at Infowars.com or PrisonPlanet.com or by calling 1-888-253-3139.
[00:05:47.281 --> 00:05:47.701]  That's 888-253-3139.
[00:05:56.425 --> 00:05:59.307]  Are terrorist cells or prime terror targets located near you?
[00:05:59.667 --> 00:06:02.528]  Where are military bases and hazardous waste sites located?
[00:06:02.768 --> 00:06:08.952]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[00:06:09.332 --> 00:06:16.656]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[00:06:16.836 --> 00:06:20.918]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[00:06:21.198 --> 00:06:26.721]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[00:06:26.921 --> 00:06:40.047]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[00:06:40.247 --> 00:06:48.811]  Get this hard-to-find information by ordering Fruit and Places USA now for only $29, plus shipping and handling, by calling New Millennium at 888
[00:06:49.811 --> 00:06:54.195]  Call 1-800-803-4438 or order on the web at Berkeywater.com.
[00:07:11.411 --> 00:07:14.192]  The American Heart Association calls it the silent killer.
[00:07:14.472 --> 00:07:18.133]  At ResearchedHerbs.com, we recognize your concern for your well-being.
[00:07:18.413 --> 00:07:25.415]  As your online partner in health, we are committed to empowering you with the resources you need to make informed health decisions about high blood pressure.
[00:07:25.615 --> 00:07:35.258]  Visit us online at ResearchedHerbs.com to learn more about HeartCare, the widely researched natural herbal supplement for regulating blood pressure and maintaining optimum heart health.
[00:07:35.578 --> 00:07:41.641]  Did you know that the safety and effectiveness of heart care is backed by over a hundred clinical trials and experimental studies?
[00:07:42.041 --> 00:07:42.501]  Act now!
[00:07:42.601 --> 00:07:51.845]  Visit us online at researchedherbs.com or call us at 1-800-845-3841 to start protecting yourself from the silent killer.
[00:07:52.125 --> 00:07:52.725]  That's 1-800-845-3841.
[00:07:52.905 --> 00:08:01.209]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:08:01.329 --> 00:08:03.830]  Because there's a war on for your mind.
[00:08:06.869 --> 00:08:11.032]  All right, we've only got about 12 minutes left with the Congressman.
[00:08:12.053 --> 00:08:13.734]  And I've got about 20 questions for him.
[00:08:14.915 --> 00:08:17.177]  Congressman, how far is this going to go?
[00:08:17.217 --> 00:08:20.900]  I mean, if we get a Hillary Clinton in 08, she's going to be for going into Iran.
[00:08:21.441 --> 00:08:22.622]  She's already said she is.
[00:08:23.102 --> 00:08:24.803]  She meets with Rupert Murdoch every week.
[00:08:24.863 --> 00:08:29.827]  I mean, you said in the last segment that the parties fight over power, but they have the exact same agenda.
[00:08:29.847 --> 00:08:31.609]  They're owned by the same interests.
[00:08:31.669 --> 00:08:32.589]  I mean, when does it end?
[00:08:32.609 --> 00:08:34.271]  The very same crowd that lied to us
[00:08:34.811 --> 00:08:40.493]  Well, it doesn't look good, and usually it ends when either it financially fails or the people rise up against it.
[00:08:40.513 --> 00:08:42.673]  And I think we saw the end of the Soviet system
[00:09:04.742 --> 00:09:11.946]  For those two reasons, it finally couldn't support itself, and the people just rebelled and didn't cooperate, and it just faded away.
[00:09:12.066 --> 00:09:13.906]  So, that could happen.
[00:09:14.006 --> 00:09:22.871]  Unfortunately, we're not quite at that stage, and there's a lot of power, and a lot of weaponry, and a lot of determination for the establishment to maintain order.
[00:09:23.451 --> 00:09:26.092]  So, they're going in the other direction.
[00:09:26.132 --> 00:09:31.975]  They're putting their back up to the wall, and they're saying, look, if need be, we're going to have martial law.
[00:09:32.435 --> 00:09:33.876]  We've heard all these statements by the
[00:09:34.358 --> 00:09:39.865]  By the President and the Administration, why they need more militarism at the federal government to keep people in check.
[00:09:39.905 --> 00:09:52.382]  So, nobody knows how this will turn out, but I do know that the only thing that we can do about it is try to alert the American people to what's going on so they can be prepared and put the pressure
[00:09:53.002 --> 00:09:58.326]  On the proper people to bring about changes in a peaceful manner rather than waiting for violence to break out.
[00:09:58.706 --> 00:10:02.249]  We're also seeing all the other tell-tale signs and ingredients of tyranny.
[00:10:02.769 --> 00:10:12.996]  Where in Crawford, Texas, twelve peaceful people sit in a ditch and they pass a law tailored saying, no, there's no protesting on the side of the roads, on hundreds of miles of road.
[00:10:13.057 --> 00:10:15.919]  I mean, literally one car goes by every five minutes.
[00:10:15.939 --> 00:10:20.482]  If you don't have free speech on the side of the road, then we don't have a free country.
[00:10:21.102 --> 00:10:35.952]  No, and administrations or governments don't like to be embarrassed, so if we're at the point where the people are being informed and they want to speak out and express themselves, and it embarrasses the government officials, then they do crack down.
[00:10:35.972 --> 00:10:46.659]  I mean, the extreme of this is, of course, the story that came out in the last day or two, that there were plans for our government to bomb Al Jazeera, because
[00:10:48.232 --> 00:10:53.135]  Well, as a matter of fact, I think we did attack at one time at the outbreak of the war, but they were about ready to bomb again.
[00:10:53.155 --> 00:10:56.818]  And ironically, I think the British said, well, maybe that's too extreme.
[00:10:56.858 --> 00:10:57.838]  Can you imagine that?
[00:10:57.978 --> 00:11:02.161]  Well, Tony Blair was saying, Bush, I mean, having a talking down, this is our ally.
[00:11:02.321 --> 00:11:03.722]  You have a military base there.
[00:11:04.202 --> 00:11:06.864]  Yeah, it's almost like they're going overboard.
[00:11:06.884 --> 00:11:08.765]  They lose their rationality.
[00:11:09.045 --> 00:11:13.748]  And that's part of the reason why they usually fail, too, is they get overly bold.
[00:11:13.868 --> 00:11:14.308]  And I think
[00:11:14.855 --> 00:11:21.177]  Our government is overly bold that they're invincible and they feel invincible with their finances.
[00:11:21.638 --> 00:11:26.359]  They control, our government controls the reserve currency of the world.
[00:11:26.399 --> 00:11:29.481]  They literally have the ability to print gold.
[00:11:29.501 --> 00:11:38.724]  I mean, the world government... Isn't that starting to slide with China going to this basket of currencies and Europe with the euro?
[00:11:38.744 --> 00:11:40.545]  I interviewed Paul Craig Roberts
[00:11:41.996 --> 00:11:55.687]  Another prominent conservative leader last week, and he said on air, Dr. Paul, Congressman Paul, he said that Bush, and of course Roberts is an economist, has borrowed more money than all previous presidents combined.
[00:11:56.268 --> 00:12:08.978]  Yeah, and he's a very bright guy, and I read just about everything he writes, and I think he is right about this, that it is starting to fade, but for the time being, I think our government thinks they're invincible,
[00:12:09.423 --> 00:12:12.169]  And that they will have no trouble, even this new Fed chairman says...
[00:12:12.731 --> 00:12:13.632]  No sweat.
[00:12:13.792 --> 00:12:15.372]  We have the power of the printing press.
[00:12:15.392 --> 00:12:20.795]  We just print all the money we need, and we can always take care of ourselves and revive the economy.
[00:12:20.975 --> 00:12:24.617]  In fact, he's even more bullish on heating up the presses than Greenspan.
[00:12:24.857 --> 00:12:31.120]  That's right, and I think he probably gave anybody who's investing gold, probably gave them a boost in their investments.
[00:12:31.260 --> 00:12:37.062]  And actually, it's not a boost in investment as confirming the fact that the dollar is not going to remain strong.
[00:12:37.483 --> 00:12:40.204]  But in the meantime, though, the world's still taking the dollars.
[00:12:40.612 --> 00:12:50.223]  But you know, if we can notice it getting less so, that people are less anxious, actually, finally at the end it goes quickly.
[00:12:50.744 --> 00:12:52.186]  Once the confidence is lost,
[00:12:52.842 --> 00:13:01.189]  Confidence is weakening now, but when a confidence is lost in the currency, boy, sudden and dramatic and catastrophic changes can occur.
[00:13:01.209 --> 00:13:07.415]  And since the dollar is so pervasive around the world, I see this as a great potential threat to everyone.
[00:13:07.575 --> 00:13:10.117]  Any ballpark on when you think you might see the collapse?
[00:13:10.757 --> 00:13:11.918]  No, not really.
[00:13:11.979 --> 00:13:19.325]  I think that's real hard, and Washington Economics teaches you that you ought not to try to make those predictions because... Do you think it'll be a slow slide or an implosion?
[00:13:19.944 --> 00:13:22.386]  I think it'll be a slow slide for a while, then an implosion.
[00:13:22.446 --> 00:13:25.888]  But I think it's capable of doing it right now.
[00:13:27.108 --> 00:13:31.271]  You know, it could be like a sudden thing like long-term capital management.
[00:13:31.291 --> 00:13:32.832]  You know, boom, it would happen.
[00:13:32.852 --> 00:13:34.553]  It's a real estate bubble.
[00:13:34.953 --> 00:13:36.474]  Yeah, that could be it.
