[00:00:05.438 --> 00:00:06.079]  Big Brother.
[00:00:06.759 --> 00:00:07.780]  Mainstream media.
[00:00:08.521 --> 00:00:09.622]  Government cover-ups.
[00:00:10.282 --> 00:00:11.103]  You want answers?
[00:00:11.864 --> 00:00:12.724]  Well, so does he.
[00:00:12.744 --> 00:00:17.168]  He's Alex Jones on the GCN Radio Network.
[00:00:17.608 --> 00:00:21.671]  And now, live from Austin, Texas, Alex Jones.
[00:00:39.033 --> 00:00:40.414]  Hello ladies and gentlemen.
[00:00:41.774 --> 00:00:46.036]  It's already Thursday, the third day of March 2005.
[00:00:46.356 --> 00:00:48.617]  We'll be live for the next three hours.
[00:00:50.258 --> 00:00:59.802]  That Globe and Mail reporter who wrote the story about Hunter S. Thompson reportedly telling him that he was planning to put out a book
[00:01:01.713 --> 00:01:14.102]  Concerning government involvement in 9-11, he has confirmed that he did talk to Hunter S. Thompson, that he was friends with him, that Hunter S. Thompson was talking about such things.
[00:01:15.243 --> 00:01:19.747]  But he goes on to say maybe it was a suicide.
[00:01:20.587 --> 00:01:23.249]  So we'll be talking to that gentleman coming up in the next hour.
[00:01:23.269 --> 00:01:29.234]  I want to take your calls, in fact I want to take a bunch of your calls in this first hour.
[00:01:30.593 --> 00:01:33.314]  And sometimes I do a good job of this, other times I don't.
[00:01:33.414 --> 00:01:35.394]  But I'm going to control myself today.
[00:01:35.414 --> 00:01:43.216]  I am going to come back after this quick break, cover just some of the news, some of the important news, some of the interesting news.
[00:01:43.276 --> 00:01:46.177]  Then we're going to go straight to your phone calls.
[00:01:46.837 --> 00:01:52.299]  But I'm going to give each caller about a minute, and then I'll comment for about 30 seconds.
[00:01:52.339 --> 00:01:53.339]  I'm going to control myself.
[00:01:54.221 --> 00:01:57.024]  Or if you have a question, I will limit myself to about a minute.
[00:01:57.484 --> 00:02:05.851]  We'll move to the next person, because so many people have tried countless times to get into this broadcast, and they have been unsuccessful.
[00:02:05.932 --> 00:02:08.974]  So, here is the toll-free number to get involved on air.
[00:02:08.994 --> 00:02:10.976]  Kind of open line Thursday here.
[00:02:11.416 --> 00:02:17.061]  Whatever issue you'd like to discuss, zero censorship will get you up and on the air.
[00:02:17.122 --> 00:02:18.323]  A true rarity here.
[00:02:18.763 --> 00:02:19.003]  1-800-259-9231.
[00:02:19.023 --> 00:02:19.143]  1-800-259-9231.
[00:02:19.163 --> 00:02:21.405]  And we'll get you up and on the air.
[00:02:21.425 --> 00:02:23.447]  Some good news, California's Spy Chip ID card ban.
[00:02:24.107 --> 00:02:29.211]  It's like four states, now about to be five states and hundreds of cities have thrown out the Patriot Act.
[00:02:43.900 --> 00:02:46.040]  Now a bill's been introduced in California.
[00:02:46.681 --> 00:02:49.021]  Lord Schwarzenegger will try to block it, don't worry.
[00:02:49.041 --> 00:03:00.924]  He banned the state putting the spy chips in the driver's license through the federal law that has passed the House and is now in the Senate of the United States Congress.
[00:03:00.984 --> 00:03:09.465]  Of course, they passed the basic national ID card law last year, but now they're trying to radically expand it.
[00:03:09.485 --> 00:03:10.245]  We'll tell you about that.
[00:03:10.585 --> 00:03:12.846]  North Korea makes missile test threat.
[00:03:14.256 --> 00:03:41.825]  uh... interesting article about what the vaccines are doing to the children several articles on this uh... that uh... will be going over and uh... teen tracker cell phones used to track teens every day i see an article promoting how cell phones track children and teens and how good it is folks all cell phones are tracked you can go to websites
[00:03:42.911 --> 00:03:50.953]  And enter somebody's phone number, if you have it, and then on a grid it'll show you where they are at all times.
[00:03:52.773 --> 00:03:54.734]  By law, all cell phones have this.
[00:03:54.874 --> 00:03:57.294]  But see, they introduce it as if it's for the children.
[00:03:57.615 --> 00:03:59.555]  They're not telling you about it in the news.
[00:03:59.915 --> 00:04:01.255]  Oh, it's for the children.
[00:04:01.736 --> 00:04:02.616]  It's for you, too.
[00:04:02.636 --> 00:04:06.517]  So I'll tell you about the plans and what it's going to be like under this.
[00:04:07.057 --> 00:04:12.038]  Also, ABC News, Robots to Watch Children Showcase.
[00:04:13.095 --> 00:04:27.907]  And the Pentagon announced two weeks ago, 70 plus billion dollars a year for robotic armies, ground-based and air-based systems that can be controlled by a tiny elite.
[00:04:28.687 --> 00:04:32.490]  Which is exactly what the globalists have always been after.
[00:04:32.510 --> 00:04:37.034]  That's just some of the news that is coming up, ladies and gentlemen.
[00:04:37.895 --> 00:04:39.376]  Please stay with us.
[00:04:40.547 --> 00:04:47.809]  And again, we've got that guest, who's one of the last people to talk to, Hunter S. Thompson, coming on the broadcast.
[00:04:48.629 --> 00:04:49.850]  Stay with us.
[00:04:50.850 --> 00:04:57.672]  The websites are InfoWars.com and PrisonPlanet.tv and my new film, Martial Law, is out.
[00:05:01.013 --> 00:05:05.356]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:05:05.536 --> 00:05:09.979]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:05:10.119 --> 00:05:14.482]  There is a chance to use this disaster for the New World Order.
[00:05:14.522 --> 00:05:15.903]  The New World Order.
