[00:00:05.808 --> 00:00:06.448]  Big Brother.
[00:00:07.109 --> 00:00:08.169]  Mainstream media.
[00:00:08.890 --> 00:00:09.970]  Government cover-ups.
[00:00:10.651 --> 00:00:11.451]  You want answers?
[00:00:12.232 --> 00:00:13.092]  Well, so does he.
[00:00:13.792 --> 00:00:17.454]  He's Alex Jones on the GCN Radio Network.
[00:00:17.955 --> 00:00:22.037]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.898 --> 00:00:42.219]  All right, ladies and gentlemen.
[00:00:44.140 --> 00:00:49.303]  We have now started another live transmission, another live edition of the Alex Jones Show.
[00:00:49.343 --> 00:00:51.625]  And obviously, I'm your host, Alex Jones.
[00:00:51.665 --> 00:00:53.606]  Thank you so much for joining us today.
[00:00:54.406 --> 00:01:00.670]  We've got the chief researcher over at Judicial Watch joining us in about 30 minutes.
[00:01:02.211 --> 00:01:06.614]  Talk about several issues concerning our government and Al-Qaeda and bin Laden.
[00:01:07.591 --> 00:01:16.875]  There's one of their press releases, FBI Protects Osama Bin Laden's Right to Privacy in New Government Document Release.
[00:01:18.356 --> 00:01:21.918]  Now, this has been out for a few months, but it's still very important.
[00:01:21.938 --> 00:01:30.542]  It illustrates a bunch of different facets of the globalist operations that we see that are ongoing.
[00:01:31.468 --> 00:01:35.753]  We'll also ask, why is Pakistan a safe haven for bin Laden's fighters?
[00:01:35.813 --> 00:01:38.516]  Well, why were they flown out to safety by the U.S.
[00:01:38.576 --> 00:01:40.318]  and Pakistani governments?
[00:01:40.598 --> 00:01:43.661]  So, that is coming up in about 30 minutes.
[00:01:43.781 --> 00:01:45.343]  Then, he had been on with us in a few weeks.
[00:01:45.884 --> 00:01:48.006]  Paul Joseph Watson will be joining us.
[00:01:48.026 --> 00:01:53.412]  We'll talk about a whole cornucopia of important news items and issues.
[00:01:54.321 --> 00:01:55.862]  We've also got some interesting clips.
[00:01:55.942 --> 00:02:02.146]  One of the 9-11 chief whitewashers, the co-chairman, Lee Hamilton, was on C-SPAN a few weeks ago.
[00:02:02.586 --> 00:02:16.834]  I heard about this, but Paul was sent the video link, and so he's grabbed some of the audio of callers, and over half of the callers on the hour-long show were talking about government involvement and prior knowledge in 9-11.
[00:02:18.335 --> 00:02:20.977]  And Lee Hamilton looks like a deer in the headlights.
[00:02:22.212 --> 00:02:25.893]  Like so many of these cockroaches, when they get exposed.
[00:02:27.974 --> 00:02:31.695]  China orders all blogs to register.
[00:02:33.856 --> 00:02:37.257]  This is out of the Associated Press, and San Francisco's trying to do that.
[00:02:37.297 --> 00:02:46.920]  The federal government's trying to regulate free speech on the Internet, saying, well, we just want to register you and tax you and decide if you're allowed to have free speech.
[00:02:47.020 --> 00:02:47.820]  But it's freedom.
[00:02:49.762 --> 00:02:57.489]  And anti-Bush protesters get arrested when pro-Bush lovers are allowed to go out and basically worship him.
[00:02:59.270 --> 00:03:02.934]  Clinton did similar stuff, but it's really heating up under Bush.
[00:03:03.554 --> 00:03:04.955]  Interesting article here.
[00:03:05.096 --> 00:03:09.139]  Man with bloody chainsaw let into the U.S.
[00:03:09.259 --> 00:03:11.001]  held for extradition.
[00:03:13.203 --> 00:03:15.645]  He was allowed in with a bloody chainsaw.
[00:03:16.368 --> 00:03:19.969]  From Canada into the U.S., and then he went and allegedly killed some people.
[00:03:22.350 --> 00:03:26.951]  And, I mean, you could take one look at him from his mugshot, just a total psychopathic twit.
[00:03:28.572 --> 00:03:35.654]  And, well, that just shows you we've all got to have our new national ID cards through the driver's license.
[00:03:35.674 --> 00:03:41.336]  We've got to be tracked and traced and face-scanning cameras everywhere and police pulling us over to checkpoints.
[00:03:43.077 --> 00:03:44.157]  And at the same time,
[00:03:46.255 --> 00:04:00.323]  We've got just masses of people every day, tens of thousands, pouring across the southern and northern border, and Bush has told the Border Patrol to stand down, to just let these people in.
[00:04:00.343 --> 00:04:01.844]  Hey, we've got open borders.
[00:04:01.924 --> 00:04:04.486]  It's the Union of American States.
[00:04:04.566 --> 00:04:06.607]  It's the Pan-American Union.
[00:04:06.647 --> 00:04:07.968]  Just two weeks ago, Reuters.
[00:04:09.801 --> 00:04:18.047]  Had a big article covering this about how a CFR panel has recommended to the government that they do this, and the government agrees with them.
[00:04:18.067 --> 00:04:21.009]  So the war on terror is a fraud.
[00:04:21.529 --> 00:04:24.892]  But I really haven't talked enough about the good news here in the last week.
[00:04:25.572 --> 00:04:31.896]  Bilderberg scared European nationalism, throwing wrench into plans.
[00:04:34.098 --> 00:04:36.600]  This is about James P. Tucker, and it mirrors...
[00:04:37.404 --> 00:04:44.406]  The information that we got with another reporter documenting Bilderberg Group, who was on with us a week ago.
[00:04:46.846 --> 00:04:49.287]  Things are not going as planned.
[00:04:49.307 --> 00:04:52.088]  They're having a lot of problems here in the endgame.
[00:04:53.248 --> 00:04:54.808]  We'll be right back, ladies and gentlemen.
[00:04:54.828 --> 00:04:57.729]  PrisonPlanet.com and PrisonPlanet.tv, stay with us.
[00:05:01.970 --> 00:05:04.831]  What really happened September 11th, and who stands to gain?
[00:05:05.567 --> 00:05:06.849]  Alex Jones here, America.
[00:05:07.049 --> 00:05:12.817]  We answer these vital questions and much, much more in my newest and most explosive documentary yet, 9-1-1, The Road to Tyranny.
[00:05:13.077 --> 00:05:18.324]  In two hours and 24 minutes, we point a searing light of truth on the history of problem-reaction solution.
[00:05:18.624 --> 00:05:22.750]  Brace yourselves as the New World Order program for world domination has blown wide open.
[00:05:22.910 --> 00:05:26.714]  A nightmarish post-September 11th world, where the military and the police are merged.
[00:05:26.975 --> 00:05:31.600]  Witnesses' populations beg for national ID cards, and yes, even implantable microchips.
[00:05:31.720 --> 00:05:37.987]  Troops on the streets, foreign NATO aircraft in the skies, psychotic UN population control plans, and much, much more.
[00:05:38.027 --> 00:05:39.849]  This is one film you cannot afford to miss.
[00:05:40.309 --> 00:05:42.391]  Order 911 The Road to Tyranny today.
[00:05:42.471 --> 00:05:45.854]  Call toll-free 1-888-253-3139.
[00:05:46.154 --> 00:05:48.136]  That's 1-888-253-3139.
[00:05:48.356 --> 00:05:54.021]  Or order online at InfoWars.com or InfoWars.net.
[00:05:54.121 --> 00:05:56.122]  You see big brothers afraid of this documentary.
[00:05:56.363 --> 00:05:57.884]  Order today and spread the word.
[00:05:58.064 --> 00:06:00.126]  America's future depends on the truth getting out.
[00:06:02.228 --> 00:06:06.710]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:06:07.070 --> 00:06:11.152]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:06:11.452 --> 00:06:11.992]  We listened.
[00:06:12.312 --> 00:06:17.295]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:06:17.575 --> 00:06:18.055]  We listened.
[00:06:18.435 --> 00:06:21.476]  You asked us to develop a filter that was made in the USA.
[00:06:21.897 --> 00:06:22.417]  We listened.
[00:06:22.877 --> 00:06:26.959]  You asked us to include an emergency light for camping and during power outages.
[00:06:27.340 --> 00:06:27.820]  We listened.
[00:06:28.160 --> 00:06:33.403]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[00:06:33.823 --> 00:06:35.184]  Again, we listened.
[00:06:35.544 --> 00:06:42.928]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[00:06:43.308 --> 00:06:46.770]  Get the Berkey Light, the American water filter, for only $259 by calling Numo
[00:06:52.310 --> 00:06:53.794]  That's toll-free 888-803-4438.
[00:06:53.814 --> 00:06:55.217]  Not yet available in Iowa.
[00:07:00.629 --> 00:07:02.310]  Soon the mark of the beast will be enforced.
[00:07:02.510 --> 00:07:04.512]  Those that receive it will receive the wrath of God.
[00:07:04.732 --> 00:07:05.392]  Prepare yourself.
[00:07:05.572 --> 00:07:09.275]  Find out who the beast is and how to avoid his mark with this free book offer.
[00:07:09.415 --> 00:07:15.159]  Call toll-free 888-211-1715 and receive the book The Bible Says for free.
[00:07:15.219 --> 00:07:16.600]  There is absolutely no obligation.
[00:07:16.780 --> 00:07:19.402]  No one will call you and your number will not be sold to telemarketers.
[00:07:19.522 --> 00:07:21.103]  We just want to make sure you know the truth.
[00:07:21.403 --> 00:07:24.185]  Get your free book The Bible Says by calling toll-free 888-211-1715.
[00:07:24.245 --> 00:07:24.986]  Again, that's 888-211-1715.
[00:07:30.452 --> 00:07:32.273]  Get your 2005 Red Book and genuine silver dollar today.
[00:07:32.293 --> 00:07:32.573]  That's 1-800-686-2237.
[00:08:01.992 --> 00:08:04.173]  He's the T-Rex of political talk.
[00:08:04.754 --> 00:08:07.615]  Alex Jones on the GCN Radio Network.
[00:08:10.577 --> 00:08:14.019]  Second segment, eight minutes, ten seconds into this first hour.
[00:08:16.821 --> 00:08:23.245]  We have Chris Farrell, Director of Investigations for Judicial Watch, coming on in about 22 minutes.
[00:08:24.625 --> 00:08:36.913]  To discuss with us why Pakistan is a safe haven for bin Laden and how the FBI is protecting Osama bin Laden's right to privacy in new document releases.
[00:08:37.853 --> 00:08:40.375]  So we'll be talking about that.
[00:08:41.064 --> 00:08:52.389]  Coming up, and then of course, he has to join us in a couple weeks, so I'm looking forward to having him on with us, Paul Joseph Watson, my great webmaster, over at prisonplanet.com and prisonplanet.tv.
[00:08:52.829 --> 00:08:56.711]  Don't forget, we also have infowars.net and infowars.com.
[00:08:56.991 --> 00:09:01.313]  All right, let's just plunge into the news.
[00:09:01.613 --> 00:09:06.756]  First off, you know that there are hundreds and hundreds and hundreds of millions of dollars.
[00:09:08.351 --> 00:09:11.352]  Being spent on fake newscasts around the country.
[00:09:11.392 --> 00:09:14.554]  These are packaged to look like real newscasts.
[00:09:14.594 --> 00:09:17.535]  They are packaged to look like they are independent.
[00:09:18.476 --> 00:09:28.080]  But local news stations, local TV stations, are being paid by the federal government to air these.
[00:09:29.221 --> 00:09:37.345]  I'm sure you know about Armstrong Williams and the hundreds of thousands of dollars, two hundred and something thousand dollars, that he got to push one federal program
[00:09:38.815 --> 00:09:43.838]  And he said, hey, leave me alone, media, or I'm going to talk about all the other people that are being paid off.
[00:09:44.158 --> 00:09:53.122]  And now it's come out, until it just gets maybe mentioned in the back of the paper of that, hundreds of other prominent people on the payroll.
[00:09:53.182 --> 00:10:01.987]  And now the media is saying, hey, what's the big deal if the federal government covertly pays us to have a certain view as pundits or as reporters?
[00:10:04.395 --> 00:10:08.797]  So there's many examples of this, and folks, that's not a sign of a free society.
[00:10:08.817 --> 00:10:10.297]  That's about as bad as it gets.
[00:10:10.397 --> 00:10:17.340]  But I focus so much on news, classical, ABC, CBS, NBC, Fox.
[00:10:18.268 --> 00:10:20.489]  Clear Channel, what people like that are doing.
[00:10:21.009 --> 00:10:25.750]  I focus mainly on those establishment hosts out there that are towing the line.
[00:10:25.810 --> 00:10:34.193]  Many of them just because that's their political view, so they're chosen because they have this bootlicking, pro-establishment posture.
[00:10:35.993 --> 00:10:45.696]  But we got from the declassified documents back in the 70s, Operation Mockingbird, where a lot of key editors at newspapers and magazines said,
[00:10:46.734 --> 00:10:56.341]  Mainly print media, because then TV media and other broadcast media like radio then just uses the news as a script, really unconsciously.
[00:10:56.381 --> 00:11:02.905]  They just cover the news that's in the newspaper, and that's the news, instead of looking behind the scenes.
[00:11:03.005 --> 00:11:10.050]  So most of the payoffs and real government operatives in high places are in the print media.
[00:11:11.883 --> 00:11:13.124]  That's just the nature of it.
[00:11:13.624 --> 00:11:14.885]  And so that's published.
[00:11:15.005 --> 00:11:16.005]  That's documented.
[00:11:16.125 --> 00:11:16.906]  That's admitted.
[00:11:18.687 --> 00:11:31.253]  And because the alternative press is becoming so robust and so truly diverse in its ideas and reporting, it's hurting the old mainline print media and broadcast television media.
[00:11:32.093 --> 00:11:38.376]  And we've talked a lot about how readership is down, circulation is down 60-plus percent in the last decade, almost 12%.
[00:11:40.671 --> 00:11:41.512]  National average for 2004.
[00:11:41.912 --> 00:11:48.875]  Some newspapers down as much as 16.5% in some of the worst cases we've seen.
[00:11:49.535 --> 00:11:53.457]  Whereas alternative media is exploding.
[00:11:55.578 --> 00:11:57.779]  And so we've seen the new tactic.
[00:11:57.819 --> 00:12:02.341]  I mean, it's always been there on the net since it became popular in the last eight, nine years.
[00:12:02.381 --> 00:12:03.742]  But we've seen it accelerate.
[00:12:04.870 --> 00:12:20.156]  With disinfo agents out there teaming up with people that are egomaniacs and have sour grapes, basically along those lines to try to discredit the alternative media itself.
[00:12:20.176 --> 00:12:31.060]  An example of that is Talon News Service and the male whore, the male prostitute, Jeff Gannon, Gucker, whatever his name is, today.
[00:12:32.190 --> 00:12:46.080]  There are countless examples of this, but something that they're also trying, San Francisco, the city council's trying to regulate and tax any website that has a political view or comment, and that's just the beginning.
[00:12:47.161 --> 00:12:49.203]  The sheriff in L.A.
[00:12:50.484 --> 00:12:56.288]  is working with the ADL, trying to pass a law to arrest all anti-immigration activists
[00:12:56.886 --> 00:12:59.227]  And anyone else that's really... I mean, I'm serious, folks.
[00:12:59.287 --> 00:13:02.869]  I have his quotes from the New York Daily News and other publications.
[00:13:03.529 --> 00:13:06.771]  And bring you in and register you and interrogate you.
[00:13:06.791 --> 00:13:08.432]  Kind of like a sex offender.
[00:13:09.152 --> 00:13:10.553]  That's the analogy he used.
[00:13:12.334 --> 00:13:25.781]  And we now see the Federal Elections Commission talking about regulating and taxing and controlling political comments and political commentariats on the web.
[00:13:26.966 --> 00:13:33.832]  And, of course, we've had the folks on from Memphis, Tennessee, where he gets a call.
[00:13:34.152 --> 00:13:43.059]  Everybody on the parade route of Bush gets a call three days before he's going to be driving through town and says, take down any signs against Bush.
[00:13:43.740 --> 00:13:45.741]  And the guy says, well, I don't have any signs against Bush.
[00:13:46.122 --> 00:13:47.262]  But I'm a Vietnam veteran.
[00:13:47.282 --> 00:13:48.263]  I fought for this country.
[00:13:48.604 --> 00:13:50.005]  I'm going to put a sign up there now.
[00:13:50.845 --> 00:13:51.826]  And he talked to his neighbors.
[00:13:51.886 --> 00:13:52.547]  It happened to them.
[00:13:52.567 --> 00:13:54.328]  And then we got reports from other states.
[00:13:54.388 --> 00:13:56.130]  I mean, you know, the guy in the...
[00:13:57.902 --> 00:13:59.784]  Shopping mall in upstate New York.
[00:13:59.884 --> 00:14:02.726]  The city lawyer wearing a Peace on Earth shirt.
[00:14:03.347 --> 00:14:05.849]  Well, they thought the word peaceman, he was a peace activist.
[00:14:06.269 --> 00:14:07.450]  They said, take the shirt off.
[00:14:07.470 --> 00:14:09.512]  And he said, well, I can't not have a shirt on.
[00:14:11.514 --> 00:14:11.814]  No.
[00:14:11.914 --> 00:14:13.195]  And so they arrested him.
