[00:00:05.712 --> 00:00:06.353]  Big Brother.
[00:00:07.013 --> 00:00:08.074]  Mainstream media.
[00:00:08.774 --> 00:00:09.895]  Government cover-ups.
[00:00:10.555 --> 00:00:11.376]  You want answers?
[00:00:12.116 --> 00:00:13.037]  Well, so does he.
[00:00:13.697 --> 00:00:17.360]  He's Alex Jones on the GCN Radio Network.
[00:00:17.860 --> 00:00:21.963]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.801 --> 00:00:35.722]  Welcome, ladies and gentlemen, welcome.
[00:00:37.603 --> 00:00:44.668]  Already Tuesday, the 18th day of January 2005, we'll be live for the next three hours.
[00:00:45.288 --> 00:00:47.990]  Wide open phones throughout the broadcast day.
[00:00:48.010 --> 00:00:51.752]  And masses of vital news and information.
[00:00:51.812 --> 00:00:54.134]  Toll-free number to join us on air, 1-800-259-9231.
[00:00:59.113 --> 00:01:02.095]  There's been an earthquake in the ocean off Japan, a 6+.
[00:01:02.696 --> 00:01:15.026]  And they're also panicking down in southern South America because of different seismic reports that they could have a tsunami.
[00:01:15.846 --> 00:01:28.216]  And the Earth is definitely in the middle of a, well, let's just say a speeding up cycle where we're having more volcanic, more tectonic, more bizarre weather.
[00:01:29.201 --> 00:01:36.045]  Now the question is, have human beings caused this or exacerbated it, or is this just part of the normal cycle of this planet?
[00:01:36.965 --> 00:01:42.548]  Certainly long before human beings existed, there were even greater calamities that were happening.
[00:01:44.229 --> 00:01:58.036]  I think we think a little bit too much of ourselves to always think that it's human beings doing this, though with the case of the tsunami, we do have Defense Department documents admitting that they have these
[00:01:59.053 --> 00:02:04.875]  These weapons that can cause tsunamis, water weapons, tsunami bombs, as they're called.
[00:02:04.935 --> 00:02:09.137]  We know that Secretary of Defense Cohen talked about tectonic weapons back in 1997.
[00:02:09.477 --> 00:02:16.520]  We know they introduced a bill in 2001 to restrict these weapons in the Congress that was defeated.
[00:02:18.481 --> 00:02:20.882]  But still, we'll get more into that as well.
[00:02:20.922 --> 00:02:22.862]  But I didn't spend enough time on this yesterday.
[00:02:22.882 --> 00:02:24.183]  I want to spend some more time on it.
[00:02:25.220 --> 00:02:28.242]  Iraq anger at abusers jail term.
[00:02:28.302 --> 00:02:30.763]  I thought it was torturers jail term.
[00:02:31.163 --> 00:02:36.687]  Iraqis have reacted angrily to a 10-year sentence imposed on a U.S.
[00:02:36.727 --> 00:02:41.189]  soldier for abusing inmates at Abu Ghraib jail near Baghdad.
[00:02:42.210 --> 00:02:50.114]  Well, murderers in this country get four and a half years, so I'd actually say that if you want to judge it according to that, it's a pretty good sentence.
[00:02:50.835 --> 00:02:53.236]  Many said Specialist Charles
[00:02:53.965 --> 00:02:59.046]  Greiner deserved a harsher punishment for his part in the prison abuse scandal.
[00:02:59.926 --> 00:03:05.027]  And it says he was jailed on Saturday and received a dishonorable discharge from the U.S.
[00:03:05.147 --> 00:03:05.427]  Army.
[00:03:05.867 --> 00:03:14.389]  He said he was only following orders to soften detainees up for questioning, but prosecutors said that Greiner was a sadist.
[00:03:16.169 --> 00:03:19.970]  Well, I have no doubt that Mr. Greiner is a sadist.
[00:03:21.374 --> 00:03:26.896]  I mean, he walked up to the cameras and said, we'll see what type of monster I really am.
[00:03:26.916 --> 00:03:29.237]  I mean, he looks like a psychopath.
[00:03:30.117 --> 00:03:34.179]  But the mafia hires psychopaths to go out and break people's legs!
[00:03:35.219 --> 00:03:42.142]  The mafia is just as guilty as when their soldiers go out and squeeze money out of little old ladies.
[00:03:43.643 --> 00:03:49.145]  In fact, the capos, the mob bosses, their dons,
[00:03:50.177 --> 00:03:54.520]  We're talking about raping and murdering and beating innocent people to death at 32 camps.
[00:04:17.495 --> 00:04:28.361]  This all just went public because these fools were stupid enough to think just because they were ordered to do it, they could take photos of it and pass them around like baseball cards, which they've admitted they did.
[00:04:29.301 --> 00:04:30.982]  That's the only reason you're hearing about this.
[00:04:32.083 --> 00:04:42.288]  So I want to talk about torture, and I would like the listeners to chime in about this, but not just about these cases of torture, but how you hear people out there in the media condoning it, saying it's good.
[00:04:43.949 --> 00:04:44.870]  What's happened to us?
