[00:00:04.294 --> 00:00:04.954]  Big Brother.
[00:00:05.595 --> 00:00:06.676]  Mainstream media.
[00:00:07.376 --> 00:00:08.477]  Government cover-ups.
[00:00:09.137 --> 00:00:09.958]  You want answers?
[00:00:10.698 --> 00:00:11.619]  Well, so does he.
[00:00:12.279 --> 00:00:15.902]  He's Alex Jones on the GCN Radio Network.
[00:00:16.462 --> 00:00:20.585]  And now, live from Austin, Texas, Alex Jones.
[00:00:20.665 --> 00:00:22.026]  Music
[00:00:35.686 --> 00:00:43.492]  Alright my friends, here we are, it's already Thursday, the 27th day of January 2005.
[00:00:44.732 --> 00:00:45.573]  Almost said four.
[00:00:46.213 --> 00:00:51.077]  For 27 days of the month, I'm still having to consciously remember that it's 2005.
[00:00:53.038 --> 00:01:01.264]  Coming up in about six, seven minutes, we have one of the former top men at the KGB joining us.
[00:01:03.010 --> 00:01:09.594]  He was a master spy handler, and I have a lot of interesting questions for this gentleman.
[00:01:10.114 --> 00:01:16.758]  He'll be joining us from Moscow, so we'll see how the phone connection works, and hopefully this will all go off without a hitch.
[00:01:17.478 --> 00:01:30.226]  Coming up in the next hour, we have Larry Pratt joining us to talk about, well, Alberto, I love torture, and I hate the Second Amendment, and I love open borders, Gonzalez.
[00:01:31.491 --> 00:01:35.332]  Because Gonzales just doesn't want to reauthorize the assault weapons ban.
[00:01:36.672 --> 00:01:37.553]  As Lord Bush does.
[00:01:38.253 --> 00:01:40.333]  He wants even more gun control.
[00:01:41.814 --> 00:01:45.094]  And the NRA is almost mute on the subject.
[00:01:45.274 --> 00:01:47.195]  Gun owners of America is not.
[00:01:48.415 --> 00:01:50.436]  So, that's coming up as well.
[00:01:51.276 --> 00:01:52.796]  I'm sure you've heard of this already.
[00:01:52.876 --> 00:01:55.297]  Officer threatens to arrest woman for anti-Bush sticker.
[00:01:55.577 --> 00:01:59.638]  WAPT Channel 16 TV out of Denver, Colorado.
[00:02:01.178 --> 00:02:10.904]  And then on top of that, I have an article here where 10-year-olds arrested as terrorists for drawing stick figures of themselves stabbing a classmate.
[00:02:10.924 --> 00:02:12.946]  You know, it's funny.
[00:02:12.966 --> 00:02:16.948]  They can have all these video games where you rip people's guts out and rape and kill women.
[00:02:18.129 --> 00:02:19.930]  Literally, those are the best-selling games.
[00:02:20.530 --> 00:02:25.393]  You go around machine-gunning everyone, but you draw a picture of it, you get arrested.
[00:02:26.374 --> 00:02:27.635]  But back when we were in school...
[00:02:28.522 --> 00:02:32.324]  If we drew something like that, they just didn't even pay attention to it.
[00:02:34.004 --> 00:02:40.087]  I never drew pictures of stabbing classmates, but I drew pictures of army tanks and troops and troops fighting.
[00:02:40.507 --> 00:02:41.768]  I don't know who didn't.
[00:02:41.828 --> 00:02:42.568]  We all did.
[00:02:42.588 --> 00:02:51.752]  The girls did flowers and houses and dogs and cats, and that's what they drew, and we drew tanks and troops killing each other.
[00:02:52.705 --> 00:02:58.246]  And my mother, years ago, opened up an old trunk and pulled out all the pictures her brother had drawn.
[00:02:58.807 --> 00:02:59.307]  Many of them.
[00:02:59.347 --> 00:03:00.087]  He's a good artist.
[00:03:00.587 --> 00:03:01.827]  Still to this day, my uncle.
[00:03:03.448 --> 00:03:07.469]  And my uncle Forrest.
[00:03:08.109 --> 00:03:12.210]  People don't even know his name is Forrest.
[00:03:12.310 --> 00:03:13.691]  His nickname stuck Biff.
[00:03:14.491 --> 00:03:19.032]  And there were all of the pictures of army tanks and planes and
